Gene_Name,TPM_uncorrected,,Global_Frequency,Present_in_Transcripts,Transcript_Length,TPM_corrected_GSB,Fixed Mean (xc),Fixed Standard Deviation (w),Report,,Gene_Name,ratio(corrected/uncorrected),TPM_uncorrected,TPM_corrected_GSB
EFEMP1,16.244698,,1,EFEMP1|ENST00000394555.6,4330,16.74,44.25,10.48,OK,,,,,
EFEMP2,3.248024584,,9,"EFEMP2|ENST00000531972.5, EFEMP2|ENST00000524408.1, EFEMP2|ENST00000526911.1, EFEMP2|ENST00000307998.11, EFEMP2|ENST00000532648.1, EFEMP2|ENST00000530806.5, EFEMP2|ENST00000526628.5, EFEMP2|ENST00000528409.1, EFEMP2|ENST00000527277.5",6132,3.24,60.03,7.39,OK,,,,,
EFHB,19.8066542,,2,"EFHB|ENST00000295824.14, EFHB|ENST00000389256.8",4199,16.81,41.98,8.69,OK,,,,,
EFHC1,3.848967653,,2,"EFHC1|ENST00000635984.1, EFHC1|ENST00000637849.1",23609,3.57,42.41,8.53,OK,,,,,
EFHC2,0.441317228,,1,EFHC2|ENST00000343571.3,3280,0.53,35.41,10.12,OK,,,,,
EFHD1,1.379948164,,1,EFHD1|ENST00000409613.5,2666,1.28,52.94,11.33,OK,,,,,
EFHD2,143.8334144,,1,EFHD2|ENST00000375980.9,2532,152.34,63.05,11.67,OK,,,,,
EFL1,17.44253754,,1,EFL1|ENST00000359445.8,7146,17.33,43.67,7.36,OK,,,,,
EFL1P1,12.84601203,,2,"EFL1P1|ENST00000708252.1, EFL1P1|ENST00000560401.5",1749,13.04,44.74,6.92,OK,,,,,
EFL1P2,0,,1,EFL1P2|ENST00000514817.2,1554,0,32.7,7.17,OK,,,,,
EFNA1,87.7378951,,2,"EFNA1|ENST00000368406.2, EFNA1|ENST00000368407.8",2211,83.59,55.05,7.36,OK,,,,,
EFNA2,33.67608909,,1,EFNA2|ENST00000215368.4,2287,42.14,69.76,18.5,OK,,,,,
EFNA3,19.94320845,,1,EFNA3|ENST00000368408.4,1941,18.8,60.97,7.08,OK,,,,,
EFNA4,39.6392007,,1,EFNA4|ENST00000359751.8,1305,39.42,58.62,7.95,OK,,,,,
EFNA4-EFNA3,27.57981489,,1,EFNA4-EFNA3|ENST00000505139.1,993,26.48,63.48,7.1,OK,,,,,
EFNA5,12.32781873,,1,EFNA5|ENST00000333274.11,5732,12.57,44.1,11.08,OK,,,,,
EFNB1,57.88827799,,1,EFNB1|ENST00000204961.5,3254,61.6,63.13,10.97,OK,,,,,
EFNB2,85.75550103,,1,EFNB2|ENST00000646441.1,4954,88.39,45.91,15.32,OK,,,,,
EFNB3,0.838168256,,1,EFNB3|ENST00000226091.3,3167,0.82,57.67,11.44,OK,,,,,
EFR3A,28.20172418,,1,EFR3A|ENST00000254624.10,6279,28.08,37.7,8.39,OK,,,,,
EFR3B,4.606953883,,2,"EFR3B|ENST00000401432.7, EFR3B|ENST00000403714.8",10637,4.97,54.12,8.69,OK,,,,,
EFS,1.92324201,,2,"EFS|ENST00000351354.3, EFS|ENST00000429593.6",3278,2.07,63.02,10.42,OK,,,,,
EFTUD2,17.76630497,,3,"EFTUD2|ENST00000402521.7, EFTUD2|ENST00000589825.5, EFTUD2|ENST00000426333.7",10600,17.85,50.61,8.52,OK,,,,,
EGF,1.760387195,,1,EGF|ENST00000265171.10,7801,1.83,43.11,9.79,OK,,,,,
EGFEM1P,0,,1,EGFEM1P|ENST00000431685.2,1514,0,46,6.31,OK,,,,,
EGFL6,0,,1,EGFL6|ENST00000361306.6,2655,0,43.54,10.71,OK,,,,,
EGFL7,3.034884012,,1,EGFL7|ENST00000371699.5,2680,3.1,67.12,5.64,OK,,,,,
EGFL8,22.85696925,,5,"EGFL8|ENST00000447331.6, EGFL8|ENST00000443511.6, EGFL8|ENST00000455889.6, EGFL8|ENST00000414111.6, EGFL8|ENST00000452189.6",3269,24.29,59.59,8.96,OK,,,,,
EGFLAM,0.377291987,,1,EGFLAM|ENST00000354891.7,6409,0.37,50.38,7.91,OK,,,,,
EGFR,38.25437405,,2,"EGFR|ENST00000275493.7, EGFR|ENST00000344576.7",16075,38.67,48.66,12.14,OK,,,,,
EGLN1,43.047678,,4,"EGLN1|ENST00000667629.1, EGLN1|ENST00000670301.1, EGLN1|ENST00000658954.1, EGLN1|ENST00000366641.4",5511,61.43,29.12,19.47,OK,,,,,
EGLN1P1,7.677718518,,2,"EGLN1P1|ENST00000531623.3, EGLN1P1|ENST00000708213.1",1303,7.68,N/A,N/A,Unsuitable Fit - Unsuitable fit parameters: mean is not greater than standard deviation.,,,,,
EGLN2,35.13022219,,1,EGLN2|ENST00000598654.1,7075,35.31,60.17,8.33,OK,,,,,
EGLN3,29.45300318,,2,"EGLN3|ENST00000250457.9, EGLN3|ENST00000547327.2",7482,27.58,46.25,10.49,OK,,,,,
EGLN3P1,0.957446908,,1,EGLN3P1|ENST00000541727.1,3158,1.01,45.3,10.55,OK,,,,,
EGR1,43.64272072,,1,EGR1|ENST00000239938.5,3088,46.43,56.98,16.32,OK,,,,,
EGR2,0,,3,"EGR2|ENST00000411732.4, EGR2|ENST00000639815.1, EGR2|ENST00000242480.4",3889,0,54.6,14.87,OK,,,,,
EGR3,0.259226452,,1,EGR3|ENST00000317216.3,5024,0.22,61.67,11.03,OK,,,,,
EGR4,0.057110131,,2,"EGR4|ENST00000436467.4, EGR4|ENST00000545030.1",2324,0.06,66.93,7.02,OK,,,,,
EHBP1,10.10814989,,1,EHBP1|ENST00000405015.7,8632,10.31,40.57,9.03,OK,,,,,
EHBP1L1,33.9941314,,1,EHBP1L1|ENST00000533237.5,7141,36.23,62.56,12.21,OK,,,,,
EHD1,25.56497506,,1,EHD1|ENST00000320631.8,7065,24.27,61.47,7.92,OK,,,,,
EHD2,8.2866548,,2,"EHD2|ENST00000263277.8, EHD2|ENST00000538399.1",3862,9.31,61.54,10.93,OK,,,,,
EHD3,1.808071935,,1,EHD3|ENST00000322054.10,4776,1.82,53.85,9.3,OK,,,,,
EHD4,36.61150656,,1,EHD4|ENST00000220325.9,7814,36.08,52.99,11.54,OK,,,,,
EHF,253.3788398,,2,"EHF|ENST00000527001.5, EHF|ENST00000257831.8",6646,266.8,43.5,10.31,OK,,,,,
EHHADH,24.81051888,,2,"EHHADH|ENST00000475987.1, EHHADH|ENST00000231887.8",4742,24.6,43.32,9.7,OK,,,,,
EHMT1,14.31596648,,2,"EHMT1|ENST00000460843.6, EHMT1|ENST00000462484.5",22896,14.56,56.51,10.42,OK,,,,,
EHMT2,27.41915248,,7,"EHMT2|ENST00000478491.5, EHMT2|ENST00000470058.5, EHMT2|ENST00000495638.5, EHMT2|ENST00000481372.5, EHMT2|ENST00000471633.1, EHMT2|ENST00000465622.5, EHMT2|ENST00000495830.5",7770,27.61,59.08,8.08,OK,,,,,
EI24,50.60333174,,9,"EI24|ENST00000531636.5, EI24|ENST00000527842.6, EI24|ENST00000618552.4, EI24|ENST00000278903.11, EI24|ENST00000524723.5, EI24|ENST00000534546.5, EI24|ENST00000529812.5, EI24|ENST00000529765.5, EI24|ENST00000615917.4",3919,50.68,46.2,7.07,OK,,,,,
EI24P1,0,,1,EI24P1|ENST00000416584.1,818,0,43.95,4.94,OK,,,,,
EI24P2,9.06661553,,1,EI24P2|ENST00000397776.2,1027,9.87,44.24,4.85,OK,,,,,
EI24P3,0,,2,"EI24P3|ENST00000399046.2, EI24P3|ENST00000627244.1",1450,0,46.1,5.84,OK,,,,,
EI24P4,0,,1,EI24P4|ENST00000423683.1,1029,0,44.45,5.3,OK,,,,,
EI24P6,0,,1,EI24P6|ENST00000604457.1,97,0,44.02,9.98,OK,,,,,
EID1,37.80553478,,1,EID1|ENST00000530028.3,2035,70.89,24.4,26.43,OK,,,,,
EID2,8.501742636,,1,EID2|ENST00000390658.4,1406,15.38,36.44,36.02,OK,,,,,
EID2B,4.699452929,,1,EID2B|ENST00000326282.5,1864,5.74,49.02,18.82,OK,,,,,
EID3,6.996554841,,1,EID3|ENST00000527879.2,1418,13.71,30.27,27.95,OK,,,,,
EIF1,139.3793052,,2,"EIF1|ENST00000462917.1, EIF1|ENST00000469257.2",3809,141.19,45.92,9.5,OK,,,,,
EIF1AD,15.83782229,,8,"EIF1AD|ENST00000527249.5, EIF1AD|ENST00000526449.1, EIF1AD|ENST00000529964.5, EIF1AD|ENST00000533544.6, EIF1AD|ENST00000525767.5, EIF1AD|ENST00000312234.6, EIF1AD|ENST00000530462.5, EIF1AD|ENST00000526451.5",3659,16.46,51.71,8.4,OK,,,,,
EIF1AX,31.05971105,,1,EIF1AX|ENST00000379607.10,4413,31.46,32.05,8.37,OK,,,,,
EIF1AXP1,32.20868134,,3,"EIF1AXP1|ENST00000707410.1, EIF1AXP1|ENST00000419267.1",947,125.67,17.2,21.41,OK,,,,,
EIF1AXP2,0,,1,EIF1AXP2|ENST00000555940.1,927,0,40.84,17.88,OK,,,,,
EIF1AY,10.79300333,,1,EIF1AY|ENST00000361365.7,4065,10.93,31.24,9.72,OK,,,,,
EIF1B,23.55241735,,1,EIF1B|ENST00000232905.4,1882,26.76,36.83,13.07,OK,,,,,
EIF1P1,3.381122016,,1,EIF1P1|ENST00000421436.1,487,4.36,49.48,13.49,OK,,,,,
EIF1P2,0,,1,EIF1P2|ENST00000428233.1,301,0,38.29,11.98,OK,,,,,
EIF1P3,25.93617539,,1,EIF1P3|ENST00000423841.1,1686,20.39,36.72,9.57,OK,,,,,
EIF1P4,0,,2,"EIF1P4|ENST00000572664.1, EIF1P4|ENST00000635527.1",286,0,44.54,7.17,OK,,,,,
EIF1P5,0,,1,EIF1P5|ENST00000585002.1,185,0,43.35,4.84,OK,,,,,
EIF1P6,0,,1,EIF1P6|ENST00000600054.1,285,0,43.37,7.28,OK,,,,,
EIF1P7,114.3764711,,1,EIF1P7|ENST00000487533.1,288,134.93,41.12,5.22,OK,,,,,
EIF2A,21.3786302,,1,EIF2A|ENST00000463863.5,6333,22.22,38.06,8,OK,,,,,
EIF2AK1,55.27360861,,2,"EIF2AK1|ENST00000461493.1, EIF2AK1|ENST00000199389.11",5622,56,44.92,10.37,OK,,,,,
EIF2AK1P1,1.495966157,,1,EIF2AK1P1|ENST00000481134.1,1999,1.35,42.22,8.55,OK,,,,,
EIF2AK2,31.29842533,,8,"EIF2AK2|ENST00000680273.1, EIF2AK2|ENST00000395127.6, EIF2AK2|ENST00000647926.1, EIF2AK2|ENST00000679979.1, EIF2AK2|ENST00000411537.7, EIF2AK2|ENST00000681329.1, EIF2AK2|ENST00000681516.1, EIF2AK2|ENST00000233057.9",11494,33.49,36.65,10.36,OK,,,,,
EIF2AK3,14.80352536,,13,"EIF2AK3|ENST00000478003.2, EIF2AK3|ENST00000470706.1, EIF2AK3|ENST00000682103.1, EIF2AK3|ENST00000415570.1, EIF2AK3|ENST00000684455.1, EIF2AK3|ENST00000303236.9, EIF2AK3|ENST00000682603.1, EIF2AK3|ENST00000652099.1, EIF2AK3|ENST00000684740.1, EIF2AK3|ENST00000682952.1, EIF2AK3|ENST00000652736.1, EIF2AK3|ENST00000682892.1, EIF2AK3|ENST00000682276.1",21335,15,39.83,9,OK,,,,,
EIF2AK4,14.27231225,,1,EIF2AK4|ENST00000263791.10,12161,14.59,43.22,10.33,OK,,,,,
EIF2AP4,0,,1,EIF2AP4|ENST00000424793.1,3616,0,35.89,7.29,OK,,,,,
EIF2B1,23.60404679,,3,"EIF2B1|ENST00000452159.6, EIF2B1|ENST00000537073.1, EIF2B1|ENST00000424014.7",3770,23.55,46.39,11.65,OK,,,,,
EIF2B2,10.92530126,,1,EIF2B2|ENST00000266126.10,5570,11.2,47.72,10.31,OK,,,,,
EIF2B3,7.599885562,,6,"EIF2B3|ENST00000497010.1, EIF2B3|ENST00000480675.5, EIF2B3|ENST00000372182.6, EIF2B3|ENST00000360403.7, EIF2B3|ENST00000620860.4, EIF2B3|ENST00000487532.5",3549,7.59,45.42,7.54,OK,,,,,
EIF2B4,14.26300842,,1,EIF2B4|ENST00000347454.9,5788,14.73,52.03,9.83,OK,,,,,
EIF2B5,16.92909432,,1,EIF2B5|ENST00000491144.5,8501,17,49.82,8.11,OK,,,,,
EIF2D,11.6099213,,6,"EIF2D|ENST00000472709.6, EIF2D|ENST00000617960.4, EIF2D|ENST00000484492.5, EIF2D|ENST00000367114.7, EIF2D|ENST00000271764.7, EIF2D|ENST00000613435.1",8480,11.95,48.52,10.18,OK,,,,,
EIF2S1,16.3958761,,1,EIF2S1|ENST00000256383.11,5264,16.76,37.2,8.73,OK,,,,,
EIF2S2,42.47053686,,1,EIF2S2|ENST00000374980.3,2507,41.47,42.82,10.45,OK,,,,,
EIF2S2P1,53.32928788,,2,"EIF2S2P1|ENST00000643967.1, EIF2S2P1|ENST00000557650.2",1315,29.56,40.35,10.39,OK,,,,,
EIF2S2P2,2.429558554,,1,EIF2S2P2|ENST00000447161.1,1504,2.4,37.76,7.97,OK,,,,,
EIF2S2P3,12.16345086,,1,EIF2S2P3|ENST00000428356.1,950,12.18,39.35,7.57,OK,,,,,
EIF2S2P4,30.87365777,,1,EIF2S2P4|ENST00000461070.1,1341,30.54,41.94,9.5,OK,,,,,
EIF2S2P5,0,,1,EIF2S2P5|ENST00000457635.2,919,0,36.35,9.43,OK,,,,,
EIF2S2P6,0,,1,EIF2S2P6|ENST00000527936.1,866,0,38.13,7.48,OK,,,,,
EIF2S2P7,0,,1,EIF2S2P7|ENST00000604970.1,938,0,36.34,6.1,OK,,,,,
EIF2S3,108.8167209,,1,EIF2S3|ENST00000487075.1,4120,111.57,39.83,10.18,OK,,,,,
EIF2S3B,35.18420996,,1,EIF2S3B|ENST00000322446.3,3408,38.18,41.21,9.96,OK,,,,,
EIF3A,84.68401943,,1,EIF3A|ENST00000369144.8,7059,85.96,41.4,10.98,OK,,,,,
EIF3B,27.30083983,,1,EIF3B|ENST00000431643.5,9145,26.97,53.85,11.16,OK,,,,,
EIF3C,110.1762123,,1,EIF3C|ENST00000566501.5,7041,110.57,53.23,9.93,OK,,,,,
EIF3CL,174.4696155,,2,"EIF3CL|ENST00000380876.5, EIF3CL|ENST00000398944.7",4264,176.82,52.88,9.16,OK,,,,,
EIF3D,60.7948849,,4,"EIF3D|ENST00000496875.1, EIF3D|ENST00000216190.13, EIF3D|ENST00000455547.5, EIF3D|ENST00000432675.4",4044,61.31,50.22,7.16,OK,,,,,
EIF3E,24.7382709,,12,"EIF3E|ENST00000521440.6, EIF3E|ENST00000676892.1, EIF3E|ENST00000678773.1, EIF3E|ENST00000676706.1, EIF3E|ENST00000519030.6, EIF3E|ENST00000518345.2, EIF3E|ENST00000676698.1, EIF3E|ENST00000677447.1, EIF3E|ENST00000676548.1, EIF3E|ENST00000518442.5, EIF3E|ENST00000678042.1, EIF3E|ENST00000519627.2",43032,22.54,36.83,8.59,OK,,,,,
EIF3EP1,6.87451364,,1,EIF3EP1|ENST00000433978.1,1267,5.98,37.85,5.97,OK,,,,,
EIF3EP2,0.030549066,,1,EIF3EP2|ENST00000423042.1,1765,0.03,40.21,8.29,OK,,,,,
EIF3EP4,0,,1,EIF3EP4|ENST00000604149.1,1050,0,32.31,5.19,OK,,,,,
EIF3F,20.98167261,,1,EIF3F|ENST00000533626.5,15633,19.04,40.96,11.57,OK,,,,,
EIF3FP1,11.73607524,,1,EIF3FP1|ENST00000613970.1,757,9.15,48.97,6.98,OK,,,,,
EIF3FP3,133.0639125,,1,EIF3FP3|ENST00000434851.1,1037,135.76,53.23,12.4,OK,,,,,
EIF3G,43.01474692,,6,"EIF3G|ENST00000593095.5, EIF3G|ENST00000589009.5, EIF3G|ENST00000588709.5, EIF3G|ENST00000253108.9, EIF3G|ENST00000587681.5, EIF3G|ENST00000592485.1",3909,44.44,59.26,7.47,OK,,,,,
EIF3H,54.81388273,,5,"EIF3H|ENST00000519046.5, EIF3H|ENST00000521861.6, EIF3H|ENST00000522800.5, EIF3H|ENST00000517974.1, EIF3H|ENST00000518034.5",6661,58.15,41.99,11.27,OK,,,,,
EIF3I,36.81053654,,1,EIF3I|ENST00000677701.1,10904,35.44,50.84,6.86,OK,,,,,
EIF3IP1,0.271086486,,1,EIF3IP1|ENST00000433048.1,918,0.3,47.66,4.89,OK,,,,,
EIF3J,22.32289526,,1,EIF3J|ENST00000424492.7,3172,22.35,35.3,6.45,OK,,,,,
EIF3JP1,0,,1,EIF3JP1|ENST00000448435.2,207,0,35.47,9.05,OK,,,,,
EIF3JP2,15.33661749,,1,EIF3JP2|ENST00000466044.1,1687,15.34,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
EIF3JP3,0,,1,EIF3JP3|ENST00000425861.1,900,0,42.2,10.91,OK,,,,,
EIF3K,93.96502613,,2,"EIF3K|ENST00000634230.1, EIF3K|ENST00000614624.4",3068,97.98,54.06,7.18,OK,,,,,
EIF3KP1,0.539805989,,1,EIF3KP1|ENST00000513279.1,607,0.6,50.99,5.69,OK,,,,,
EIF3KP2,0,,1,EIF3KP2|ENST00000415266.1,577,0,48.62,7.15,OK,,,,,
EIF3KP3,0,,1,EIF3KP3|ENST00000514461.1,590,0,48.04,5.99,OK,,,,,
EIF3L,126.1723181,,1,EIF3L|ENST00000412331.6,4610,129.22,47.3,7.51,OK,,,,,
EIF3LP1,2.302875123,,1,EIF3LP1|ENST00000554099.1,2372,2.69,43.66,7.44,OK,,,,,
EIF3LP2,54.85477952,,1,EIF3LP2|ENST00000457262.1,758,52.48,49.12,6.2,OK,,,,,
EIF3LP3,26.9622338,,1,EIF3LP3|ENST00000495197.1,773,23.74,48.24,6.09,OK,,,,,
EIF3M,21.30662103,,1,EIF3M|ENST00000531921.5,7748,21.85,37.48,8.92,OK,,,,,
EIF3MP1,0,,1,EIF3MP1|ENST00000415528.1,188,0,37.63,8.26,OK,,,,,
EIF4A1,92.51437506,,1,EIF4A1|ENST00000584054.5,6061,92.99,49.87,7.27,OK,,,,,
EIF4A1P1,0,,1,EIF4A1P1|ENST00000420241.1,885,0,46.47,4.82,OK,,,,,
EIF4A1P10,143.2795911,,1,EIF4A1P10|ENST00000428832.2,1167,133.81,47.91,5.37,OK,,,,,
EIF4A1P11,0,,1,EIF4A1P11|ENST00000451239.1,894,0,39.41,8.51,OK,,,,,
EIF4A1P12,0,,1,EIF4A1P12|ENST00000551910.1,92,0,N/A,N/A,Not enough distinct GC contents,,,,,
EIF4A1P13,1.382541076,,1,EIF4A1P13|ENST00000415667.1,513,1.86,40.18,5.89,OK,,,,,
EIF4A1P2,67.54144096,,1,EIF4A1P2|ENST00000422633.1,1171,69.59,47.38,5.79,OK,,,,,
EIF4A1P3,0.834209755,,1,EIF4A1P3|ENST00000411521.1,3187,0.82,37.57,6.84,OK,,,,,
EIF4A1P4,34.85215018,,1,EIF4A1P4|ENST00000550578.1,1164,29.09,47.88,5.24,OK,,,,,
EIF4A1P5,5.89628656,,1,EIF4A1P5|ENST00000428062.1,1046,6.89,46.85,4.88,OK,,,,,
EIF4A1P6,0,,1,EIF4A1P6|ENST00000448133.1,1315,0,46.02,5.39,OK,,,,,
EIF4A1P7,8.224407462,,1,EIF4A1P7|ENST00000421800.1,1171,8.52,46.74,5.17,OK,,,,,
EIF4A1P8,0,,1,EIF4A1P8|ENST00000394444.2,1141,0,45.02,5.61,OK,,,,,
EIF4A1P9,0.66619855,,1,EIF4A1P9|ENST00000576035.1,1158,0.79,47.28,7.24,OK,,,,,
EIF4A2,136.1063068,,1,EIF4A2|ENST00000441007.5,6867,136.17,39.37,8.72,OK,,,,,
EIF4A2P1,11.46936443,,1,EIF4A2P1|ENST00000587313.1,1014,13.47,39.84,7.4,OK,,,,,
EIF4A2P2,0.820587554,,1,EIF4A2P2|ENST00000455776.1,1021,0.85,39.35,6.53,OK,,,,,
EIF4A2P3,3.700895021,,1,EIF4A2P3|ENST00000525903.1,2089,4.8,41.79,12.06,OK,,,,,
EIF4A2P4,18.56868661,,1,EIF4A2P4|ENST00000458691.1,1323,22.95,39.66,9.09,OK,,,,,
EIF4A2P5,0,,1,EIF4A2P5|ENST00000529914.1,450,0,44.53,5.07,OK,,,,,
EIF4A3,53.63344528,,16,"EIF4A3|ENST00000576547.2, EIF4A3|ENST00000649764.2, EIF4A3|ENST00000707787.1, EIF4A3|ENST00000575957.1, EIF4A3|ENST00000647795.1, EIF4A3|ENST00000707795.1, EIF4A3|ENST00000707792.1, EIF4A3|ENST00000707791.1",5924,55.4,47.93,10.34,OK,,,,,
EIF4A3P1,0,,1,EIF4A3P1|ENST00000578499.1,598,0,42.82,8.17,OK,,,,,
EIF4B,170.997067,,3,"EIF4B|ENST00000262056.14, EIF4B|ENST00000420463.7, EIF4B|ENST00000549077.5",6442,169.22,47.34,7.92,OK,,,,,
EIF4BP1,0,,1,EIF4BP1|ENST00000554881.1,302,0,43.44,6.91,OK,,,,,
EIF4BP2,28.01131218,,1,EIF4BP2|ENST00000416702.1,1745,31.63,48.59,7.06,OK,,,,,
EIF4BP3,135.9780198,,1,EIF4BP3|ENST00000432132.2,1801,137.53,49.04,6.21,OK,,,,,
EIF4BP4,0,,1,EIF4BP4|ENST00000441847.1,1731,0,45.51,5.83,OK,,,,,
EIF4BP5,25.3560884,,1,EIF4BP5|ENST00000567338.1,1746,26.37,45.96,6.15,OK,,,,,
EIF4BP6,110.1064546,,1,EIF4BP6|ENST00000431936.1,3381,119.37,48.12,8.39,OK,,,,,
EIF4BP7,181.0423432,,1,EIF4BP7|ENST00000432307.1,1764,186.51,48.79,6.84,OK,,,,,
EIF4BP8,38.03582901,,1,EIF4BP8|ENST00000464704.1,1777,40.19,48.21,6.63,OK,,,,,
EIF4BP9,5.414008191,,1,EIF4BP9|ENST00000438308.1,1464,3.78,47.55,6.57,OK,,,,,
EIF4E,23.91221016,,3,"EIF4E|ENST00000450253.7, EIF4E|ENST00000504472.1, EIF4E|ENST00000505992.1",5121,24.16,38.81,8.84,OK,,,,,
EIF4E1B,0,,1,EIF4E1B|ENST00000647833.1,3784,0,58.21,6.11,OK,,,,,
EIF4E2,22.04947643,,1,EIF4E2|ENST00000687222.1,11848,22.25,45.54,8.96,OK,,,,,
EIF4E2P1,0,,1,EIF4E2P1|ENST00000393781.2,206,0,45.16,5.58,OK,,,,,
EIF4E2P2,3.604266474,,1,EIF4E2P2|ENST00000492033.1,687,4.93,45.03,8.59,OK,,,,,
EIF4E3,16.86853091,,1,EIF4E3|ENST00000425534.8,10845,17.74,37.04,12.37,OK,,,,,
EIF4EBP1,52.13512428,,1,EIF4EBP1|ENST00000338825.5,830,45.64,60.31,7.63,OK,,,,,
EIF4EBP1P1,0,,1,EIF4EBP1P1|ENST00000557776.1,1467,0,35.94,14.06,OK,,,,,
EIF4EBP2,133.4624008,,1,EIF4EBP2|ENST00000373218.5,7442,137.29,42.74,10.08,OK,,,,,
EIF4EBP2P1,0,,1,EIF4EBP2P1|ENST00000450009.1,990,0,39.75,17.65,OK,,,,,
EIF4EBP2P2,0,,1,EIF4EBP2P2|ENST00000563883.1,284,0,60.5,29.7,OK,,,,,
EIF4EBP2P3,0,,1,EIF4EBP2P3|ENST00000403144.2,285,0,46.52,18.41,OK,,,,,
EIF4EBP3,39.02887697,,1,EIF4EBP3|ENST00000310331.3,644,39.69,56.06,8.96,OK,,,,,
EIF4ENIF1,17.94484563,,6,"EIF4ENIF1|ENST00000344710.9, EIF4ENIF1|ENST00000330125.10, EIF4ENIF1|ENST00000397525.5, EIF4ENIF1|ENST00000495101.5, EIF4ENIF1|ENST00000441289.1, EIF4ENIF1|ENST00000397523.5",6327,17.88,49.8,7.71,OK,,,,,
EIF4EP1,0,,1,EIF4EP1|ENST00000422311.1,593,0,38.53,5.48,OK,,,,,
EIF4EP2,91.91270188,,1,EIF4EP2|ENST00000422816.1,605,96.34,40.12,5.25,OK,,,,,
EIF4EP3,4.776258051,,1,EIF4EP3|ENST00000498782.1,607,3.72,38.99,4.28,OK,,,,,
EIF4EP4,0,,1,EIF4EP4|ENST00000424916.1,529,0,37.1,6,OK,,,,,
EIF4EP5,15.79746174,,1,EIF4EP5|ENST00000528228.1,591,14.88,41.12,4.45,OK,,,,,
EIF4G1,73.16104354,,1,EIF4G1|ENST00000352767.7,10074,73.12,55.89,9.16,OK,,,,,
EIF4G2,235.1214089,,3,"EIF4G2|ENST00000532383.5, EIF4G2|ENST00000531416.6, EIF4G2|ENST00000526148.6",9709,247.52,42,9.98,OK,,,,,
EIF4G3,34.87600403,,3,"EIF4G3|ENST00000686579.1, EIF4G3|ENST00000602326.6, EIF4G3|ENST00000374935.7",12592,34.43,45.43,9.59,OK,,,,,
EIF4H,121.9760383,,1,EIF4H|ENST00000678438.1,6213,125.31,50.26,12.75,OK,,,,,
EIF4HP1,170.8586735,,1,EIF4HP1|ENST00000453115.1,638,173.26,51.59,11.12,OK,,,,,
EIF4HP2,7.068711963,,1,EIF4HP2|ENST00000424380.1,514,7.88,46.77,8.32,OK,,,,,
EIF5,79.49311392,,1,EIF5|ENST00000560877.5,8762,78.52,40.35,8.81,OK,,,,,
EIF5A,139.4413527,,2,"EIF5A|ENST00000336452.11, EIF5A|ENST00000672765.1",2860,145.87,55.32,10.63,OK,,,,,
EIF5A2,6.929725761,,3,"EIF5A2|ENST00000460117.5, EIF5A2|ENST00000295822.7, EIF5A2|ENST00000474096.5",5686,5.87,33.52,10.84,OK,,,,,
EIF5A2P1,1.473364943,,1,EIF5A2P1|ENST00000564027.1,411,1.77,37.07,8.07,OK,,,,,
EIF5AL1,45.93017131,,1,EIF5AL1|ENST00000520547.4,3859,51.44,44.3,12.39,OK,,,,,
EIF5AP2,0.768677161,,1,EIF5AP2|ENST00000585668.1,5644,0.93,51.95,18.38,OK,,,,,
EIF5AP3,5.091634327,,1,EIF5AP3|ENST00000589460.1,413,4.79,54.44,5.91,OK,,,,,
EIF5AP4,301.233871,,1,EIF5AP4|ENST00000441206.1,570,398.53,48.59,11.45,OK,,,,,
EIF5B,15.23600391,,1,EIF5B|ENST00000289371.11,7787,15.66,38.39,8.76,OK,,,,,
EIF5P1,2.452782265,,1,EIF5P1|ENST00000400019.2,1182,2.45,39.69,6.05,OK,,,,,
EIF5P2,0,,1,EIF5P2|ENST00000618904.1,986,0,40.09,9.33,OK,,,,,
EIF6,129.8679352,,1,EIF6|ENST00000675032.1,1779,134.76,56.63,6.45,OK,,,,,
EIPR1,8.240608767,,1,EIPR1|ENST00000478754.5,5997,8.27,55.05,9.54,OK,,,,,
ELAC1,5.670684874,,1,ELAC1|ENST00000588577.5,3965,5.85,42.36,10.96,OK,,,,,
ELAC2,13.70402215,,1,ELAC2|ENST00000338034.9,7722,13.02,54.02,8.44,OK,,,,,
ELANE,25.50451712,,2,"ELANE|ENST00000632488.1, ELANE|ENST00000590230.5",1602,18.63,68.91,12.12,OK,,,,,
ELAPOR1,79.29016454,,1,ELAPOR1|ENST00000533147.5,9546,79.44,51.68,8.74,OK,,,,,
ELAPOR2,5.861603323,,1,ELAPOR2|ENST00000450689.7,8351,5.97,40.89,8.74,OK,,,,,
ELAVL1,22.94822478,,2,"ELAVL1|ENST00000407627.7, ELAVL1|ENST00000593807.1",6923,23.25,48.01,12.16,OK,,,,,
ELAVL2,0.536989985,,1,ELAVL2|ENST00000380110.8,5314,0.52,37.17,9.32,OK,,,,,
ELAVL3,0,,2,"ELAVL3|ENST00000592218.1, ELAVL3|ENST00000359227.8",4805,0,61.98,15.82,OK,,,,,
ELAVL4,0.190354479,,1,ELAVL4|ENST00000651693.1,8672,0.19,40.72,11.12,OK,,,,,
ELF1,70.02664613,,4,"ELF1|ENST00000498824.4, ELF1|ENST00000239882.7, ELF1|ENST00000635415.1, ELF1|ENST00000405737.2",4483,71.15,41.06,9.68,OK,,,,,
